ID,Airline,Date_of_Journey,Source,Destination,Route,Arrival_Time,Duration,Total_Stops,Additional_Info, Price_EUR 
6883,Ryanair,06-03-2019 07:35,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 12:00,4h 25m,1 stop,No info, 85.0 
6884,Lufthansa,24-03-2019 21:05,London,Frankfurt,LHR _ FRA,24-03-2019 23:55,2h 50m,non-stop,No info, 48.9 
6885,Lufthansa,27-06-2019 05:15,Frankfurt,Rome,FRA _ CPH _ MXP _ MUC _ FCO,28-06-2019 19:15,38h 00m,3 stops,No info, 117.7 
6886,British Airways,12-06-2019 21:10,Paris,London,CDG _ WAW _ LHR,13-06-2019 10:05,12h 55m,1 stop,In-flight meal not included, 93.8 
6887,Multiple carriers,03-03-2019 04:00,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 13:20,9h 20m,1 stop,No info, 164.7 
6888,British Airways,24-05-2019 08:25,Paris,London,CDG _ WAW _ LHR,24-05-2019 19:50,11h 25m,1 stop,No info, 160.3 
6889,easyJet,03-06-2019 21:10,London,Frankfurt,LHR _ FRA,04-06-2019 00:05,2h 55m,non-stop,No check-in baggage included, 35.8 
6890,British Airways,18-03-2019 16:55,London,Frankfurt,LHR _ MXP _ FRA,18-03-2019 23:00,6h 5m,1 stop,In-flight meal not included, 122.0 
6891,easyJet,01-04-2019 06:55,Paris,London,CDG _ LHR,01-04-2019 09:30,2h 35m,non-stop,No info, 42.6 
6892,easyJet,15-04-2019 09:30,London,Frankfurt,LHR _ FRA,15-04-2019 12:20,2h 50m,non-stop,No info, 48.7 
6893,Lufthansa,03-06-2019 10:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-06-2019 07:40,20h 45m,2 stops,No info, 129.3 
6894,British Airways,24-05-2019 16:30,Paris,London,CDG _ WAW _ LHR,24-05-2019 23:35,7h 5m,1 stop,No info, 160.3 
6895,Multiple carriers,03-06-2019 06:00,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 21:00,15h 00m,1 stop,No info, 93.2 
6896,British Airways,01-05-2019 20:00,Paris,London,CDG _ WAW _ LHR,02-05-2019 10:05,14h 5m,1 stop,No info, 153.4 
6897,British Airways,21-05-2019 19:45,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 19:00,23h 15m,1 stop,No info, 176.9 
6898,Multiple carriers,06-03-2019 04:00,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 18:50,14h 50m,1 stop,No info, 147.4 
6899,Lufthansa,06-06-2019 16:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 19:15,26h 35m,2 stops,No info, 106.2 
6900,British Airways,06-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 19:00,9h 00m,1 stop,No info, 161.9 
6901,Eurowings,18-06-2019 11:10,London,Frankfurt,LHR _ FRA,18-06-2019 13:55,2h 45m,non-stop,No info, 37.2 
6902,British Airways,01-03-2019 14:05,London,Frankfurt,LHR _ MXP _ FRA,02-03-2019 08:15,18h 10m,1 stop,No info, 245.0 
6903,Air France,03-03-2019 07:05,Madrid,Paris,MAD _ CDG,03-03-2019 09:20,2h 15m,non-stop,No info, 65.4 
6904,British Airways,12-05-2019 18:55,Paris,London,CDG _ WAW _ LHR,13-05-2019 08:15,13h 20m,1 stop,In-flight meal not included, 106.3 
6905,Multiple carriers,01-06-2019 11:40,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 21:00,9h 20m,1 stop,No info, 85.1 
6906,Lufthansa,01-04-2019 20:30,Paris,London,CDG _ WAW _ LHR,02-04-2019 23:15,26h 45m,1 stop,No info, 79.3 
6907,British Airways,01-04-2019 18:55,London,Frankfurt,LHR _ FRA,01-04-2019 22:00,3h 5m,non-stop,No info, 79.5 
6908,Ryanair,06-04-2019 11:30,Paris,London,CDG _ LHR,06-04-2019 14:05,2h 35m,non-stop,No info, 45.9 
6909,Lufthansa,15-03-2019 14:15,Paris,London,CDG _ LHR,15-03-2019 16:45,2h 30m,non-stop,No info, 56.9 
6910,Multiple carriers,03-03-2019 09:10,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 18:50,9h 40m,1 stop,No info, 166.5 
6911,easyJet,09-04-2019 15:05,Paris,London,CDG _ WAW _ LHR,09-04-2019 20:20,5h 15m,1 stop,No info, 51.1 
6912,Air France,01-05-2019 07:00,London,Frankfurt,LHR _ FRA,01-05-2019 09:40,2h 40m,non-stop,No info, 51.4 
6913,Lufthansa,12-06-2019 20:40,Frankfurt,Rome,FRA _ BER _ FCO,13-06-2019 09:25,12h 45m,1 stop,No info, 82.3 
6914,Lufthansa,18-04-2019 17:00,London,Frankfurt,LHR _ FRA,18-04-2019 19:45,2h 45m,non-stop,No info, 67.3 
6915,British Airways,27-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-05-2019 19:00,19h 55m,2 stops,No info, 166.4 
6916,Lufthansa,06-05-2019 09:50,Paris,London,CDG _ WAW _ LHR,06-05-2019 21:05,11h 15m,1 stop,No info, 82.0 
6917,British Airways,06-06-2019 09:35,Paris,London,CDG _ WAW _ LHR,07-06-2019 10:55,25h 20m,1 stop,In-flight meal not included, 115.9 
6918,Ryanair,03-03-2019 22:20,London,Frankfurt,LHR _ FRA,07-03-2019 01:10,2h 50m,non-stop,No info, 84.1 
6919,easyJet,24-03-2019 09:35,London,Frankfurt,LHR _ FRA,24-03-2019 12:30,2h 55m,non-stop,No info, 43.2 
6920,Ryanair,15-06-2019 13:15,Madrid,Paris,MAD _ CDG,15-06-2019 15:35,2h 20m,non-stop,No info, 39.6 
6921,British Airways,01-05-2019 18:55,Paris,London,CDG _ WAW _ LHR,02-05-2019 10:05,15h 10m,1 stop,In-flight meal not included, 94.5 
6922,Lufthansa,27-06-2019 16:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-06-2019 19:15,26h 20m,2 stops,No info, 149.5 
6923,Multiple carriers,01-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 16:10,9h 5m,1 stop,No info, 106.1 
6924,Air France,06-05-2019 09:45,London,Frankfurt,LHR _ FRA,06-05-2019 12:35,2h 50m,non-stop,No info, 51.4 
6925,Lufthansa,09-05-2019 10:00,Paris,London,CDG _ WAW _ LHR,09-05-2019 20:25,10h 25m,1 stop,No info, 112.2 
6926,Lufthansa,24-03-2019 06:55,London,Frankfurt,LHR _ MXP _ FRA,24-03-2019 13:20,6h 25m,1 stop,No info, 87.3 
6927,Lufthansa,01-04-2019 16:50,Paris,London,CDG _ WAW _ LHR,02-04-2019 07:55,15h 5m,1 stop,No info, 86.8 
6928,British Airways,09-05-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,09-05-2019 19:00,13h 30m,2 stops,In-flight meal not included, 143.3 
6929,British Airways,12-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,13-06-2019 12:35,27h 35m,1 stop,In-flight meal not included, 112.9 
6930,Ryanair,12-06-2019 19:20,Paris,London,CDG _ WAW _ LHR,12-06-2019 23:45,4h 25m,1 stop,No info, 39.3 
6931,Eurowings,03-06-2019 07:55,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 22:25,14h 30m,1 stop,No info, 96.4 
6932,British Airways,03-03-2019 08:00,London,Frankfurt,LHR _ MXP _ FRA,07-03-2019 07:40,23h 40m,1 stop,In-flight meal not included, 148.5 
6933,Lufthansa,18-05-2019 14:35,Paris,London,CDG _ WAW _ LHR,19-05-2019 14:35,24h 00m,1 stop,No info, 71.8 
6934,British Airways,27-03-2019 15:05,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 04:25,13h 20m,1 stop,In-flight meal not included, 66.2 
6935,Air France,09-04-2019 19:30,London,Frankfurt,LHR _ FRA,09-04-2019 22:15,2h 45m,non-stop,No info, 61.7 
6936,British Airways,27-06-2019 08:45,Zurich,Amsterdam,ZRH _ AMS,27-06-2019 10:15,1h 30m,non-stop,No info, 88.4 
6937,Ryanair,24-03-2019 04:00,London,Frankfurt,LHR _ FRA,24-03-2019 06:50,2h 50m,non-stop,No info, 62.6 
6938,British Airways,21-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 19:00,25h 30m,1 stop,In-flight meal not included, 141.9 
6939,Eurowings,12-06-2019 07:35,Paris,London,CDG _ WAW _ LHR,12-06-2019 19:25,11h 50m,1 stop,No info, 57.1 
6940,British Airways,01-06-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,02-06-2019 19:00,28h 00m,1 stop,No info, 161.9 
6941,British Airways,12-03-2019 05:45,London,Frankfurt,LHR _ MXP _ FRA,12-03-2019 23:00,17h 15m,1 stop,No info, 152.0 
6942,British Airways,15-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 19:00,10h 00m,1 stop,No info, 161.9 
6943,Ryanair,12-05-2019 19:35,Madrid,Paris,MAD _ CDG,12-05-2019 21:55,2h 20m,non-stop,No info, 39.6 
6944,Lufthansa,09-05-2019 13:20,London,Frankfurt,LHR _ FRA,09-05-2019 16:10,2h 50m,non-stop,No info, 67.3 
6945,Lufthansa,09-06-2019 16:50,Paris,London,CDG _ BRU _ MUC _ LHR,10-06-2019 05:35,12h 45m,2 stops,No info, 128.1 
6946,British Airways,06-03-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,07-03-2019 04:25,12h 25m,1 stop,No info, 173.4 
6947,Ryanair,01-06-2019 04:40,Paris,London,CDG _ LHR,01-06-2019 07:15,2h 35m,non-stop,No info, 52.8 
6948,Lufthansa,27-05-2019 10:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,27-05-2019 19:15,8h 20m,2 stops,No info, 145.5 
6949,Ryanair,24-06-2019 11:35,Madrid,Paris,MAD _ CDG,24-06-2019 14:00,2h 25m,non-stop,No info, 42.4 
6950,Multiple carriers,03-06-2019 10:20,Frankfurt,Rome,FRA _ BER _ FCO,04-06-2019 01:30,15h 10m,1 stop,No info, 74.7 
6951,Eurowings,09-03-2019 16:45,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 22:15,5h 30m,1 stop,No info, 91.6 
6952,Lufthansa,21-05-2019 09:30,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 23:00,13h 30m,1 stop,No info, 98.0 
6953,Ryanair,09-06-2019 15:10,Paris,London,CDG _ WAW _ LHR,09-06-2019 20:30,5h 20m,1 stop,No info, 78.0 
6954,Lufthansa,21-03-2019 21:00,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 07:40,10h 40m,1 stop,No info, 75.9 
6955,British Airways,21-05-2019 19:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-05-2019 12:35,17h 5m,2 stops,In-flight meal not included, 143.3 
6956,Lufthansa,09-05-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:15,9h 15m,1 stop,No info, 92.1 
6957,British Airways,24-05-2019 08:25,Paris,London,CDG _ WAW _ LHR,24-05-2019 19:50,11h 25m,1 stop,In-flight meal not included, 119.3 
6958,Eurowings,06-03-2019 19:35,Paris,London,CDG _ LHR,06-03-2019 22:05,2h 30m,non-stop,No info, 48.2 
6959,British Airways,15-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,15-05-2019 22:05,12h 30m,1 stop,No info, 133.3 
6960,British Airways,21-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,22-05-2019 14:25,28h 50m,1 stop,No info, 126.1 
6961,Ryanair,03-03-2019 20:00,London,Frankfurt,LHR _ FRA,03-03-2019 22:55,2h 55m,non-stop,No info, 75.5 
6962,Lufthansa,15-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 19:15,9h 15m,1 stop,No info, 123.7 
6963,British Airways,24-03-2019 19:45,Paris,London,CDG _ WAW _ LHR,25-03-2019 20:40,24h 55m,1 stop,No info, 151.4 
6964,Ryanair,01-05-2019 19:35,Paris,London,CDG _ WAW _ LHR,01-05-2019 23:15,3h 40m,1 stop,No info, 46.5 
6965,Ryanair,09-05-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,10-05-2019 01:30,9h 30m,1 stop,No info, 102.0 
6966,Multiple carriers,27-06-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 19:00,11h 00m,1 stop,No info, 134.1 
6967,Ryanair,09-06-2019 09:35,Paris,London,CDG _ LHR,09-06-2019 12:20,2h 45m,non-stop,No info, 52.8 
6968,British Airways,27-06-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,28-06-2019 12:35,25h 5m,1 stop,In-flight meal not included, 112.9 
6969,British Airways,15-06-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,16-06-2019 12:35,23h 35m,1 stop,In-flight meal not included, 112.9 
6970,Ryanair,09-06-2019 16:55,Zurich,Amsterdam,ZRH _ AMS,09-06-2019 18:25,1h 30m,non-stop,No info, 34.9 
6971,British Airways,27-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 12:35,19h 5m,1 stop,In-flight meal not included, 141.9 
6972,British Airways,21-06-2019 11:00,Frankfurt,Rome,FRA _ FCO,21-06-2019 14:15,3h 15m,non-stop,No info, 105.2 
6973,British Airways,27-06-2019 13:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-06-2019 19:00,29h 35m,2 stops,No info, 141.0 
6974,Lufthansa,24-03-2019 09:10,Paris,London,CDG _ BRU _ MUC _ LHR,25-03-2019 07:55,22h 45m,2 stops,No info, 167.1 
6975,Lufthansa,24-05-2019 09:25,Paris,London,CDG _ BRU _ MUC _ LHR,25-05-2019 13:45,28h 20m,2 stops,No info, 140.8 
6976,Ryanair,03-06-2019 09:35,Paris,London,CDG _ LHR,03-06-2019 12:10,2h 35m,non-stop,No info, 52.8 
6977,easyJet,09-03-2019 17:45,Madrid,Paris,MAD _ CDG,09-03-2019 20:05,2h 20m,non-stop,No info, 69.3 
6978,easyJet,27-05-2019 17:10,Paris,London,CDG _ LHR,27-05-2019 19:40,2h 30m,non-stop,No info, 42.6 
6979,Ryanair,01-06-2019 17:15,Paris,London,CDG _ LHR,01-06-2019 19:50,2h 35m,non-stop,No info, 57.5 
6980,Lufthansa,15-04-2019 21:05,London,Frankfurt,LHR _ FRA,15-04-2019 23:55,2h 50m,non-stop,No info, 57.5 
6981,Lufthansa,12-03-2019 09:15,Zurich,Amsterdam,ZRH _ GVA _ AMS,13-03-2019 09:15,24h 00m,1 stop,No info, 88.7 
6982,Lufthansa,03-04-2019 21:05,London,Frankfurt,LHR _ FRA,03-04-2019 23:55,2h 50m,non-stop,No info, 48.9 
6983,Multiple carriers,03-06-2019 10:35,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 19:15,8h 40m,1 stop,No info, 80.9 
6984,Lufthansa,21-05-2019 05:10,Frankfurt,Rome,FRA _ FCO,21-05-2019 08:00,2h 50m,non-stop,No info, 67.0 
6985,British Airways,01-04-2019 20:00,Paris,London,CDG _ WAW _ LHR,02-04-2019 12:00,16h 00m,1 stop,In-flight meal not included, 77.7 
6986,British Airways,09-06-2019 09:35,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-06-2019 04:25,18h 50m,2 stops,No info, 146.2 
6987,British Airways,12-06-2019 14:35,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,13-06-2019 12:35,22h 00m,2 stops,No info, 147.1 
6988,British Airways,21-03-2019 10:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-03-2019 18:50,32h 5m,2 stops,In-flight meal not included, 85.7 
6989,Lufthansa,12-06-2019 12:30,Frankfurt,Rome,FRA _ BER _ FCO,13-06-2019 09:25,20h 55m,1 stop,No info, 82.3 
6990,Ryanair,15-05-2019 08:10,Paris,London,CDG _ WAW _ LHR,15-05-2019 13:00,4h 50m,1 stop,No info, 55.8 
6991,easyJet,18-06-2019 09:30,London,Frankfurt,LHR _ FRA,18-06-2019 12:20,2h 50m,non-stop,No check-in baggage included, 35.8 
6992,Multiple carriers,09-05-2019 12:50,Frankfurt,Rome,FRA _ BER _ FCO,10-05-2019 01:30,12h 40m,1 stop,No info, 377.0 
6993,British Airways,18-05-2019 19:10,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,19-05-2019 19:00,23h 50m,2 stops,No info, 183.7 
6994,Lufthansa,09-05-2019 08:20,Paris,London,CDG _ BRU _ MUC _ LHR,09-05-2019 23:15,14h 55m,2 stops,No info, 125.8 
6995,Lufthansa,12-03-2019 21:05,Zurich,Amsterdam,ZRH _ AMS,12-03-2019 22:25,1h 20m,non-stop,No info, 47.4 
6996,British Airways,27-05-2019 19:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-05-2019 12:35,17h 5m,2 stops,In-flight meal not included, 143.3 
6997,Lufthansa,21-05-2019 15:00,Zurich,Amsterdam,ZRH _ AMS,21-05-2019 16:25,1h 25m,non-stop,No info, 34.1 
6998,British Airways,24-03-2019 19:45,Paris,London,CDG _ WAW _ LHR,25-03-2019 22:35,26h 50m,1 stop,In-flight meal not included, 110.3 
6999,easyJet,06-06-2019 06:55,Paris,London,CDG _ LHR,06-06-2019 09:30,2h 35m,non-stop,No check-in baggage included, 42.3 
7000,British Airways,15-05-2019 19:50,London,Frankfurt,LHR _ FRA,15-05-2019 22:50,3h 00m,non-stop,In-flight meal not included, 44.3 
7001,Lufthansa,15-06-2019 22:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,16-06-2019 19:15,21h 15m,2 stops,No info, 114.9 
7002,Lufthansa,24-03-2019 12:00,Paris,London,CDG _ HEL _ VIE _ GVA _ LHR,25-03-2019 23:15,35h 15m,3 stops,No info, 156.4 
7003,British Airways,03-06-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 19:00,7h 30m,1 stop,In-flight meal not included, 112.9 
7004,British Airways,15-04-2019 11:10,London,Frankfurt,LHR _ FRA,15-04-2019 14:05,2h 55m,non-stop,No info, 79.5 
7005,Ryanair,24-03-2019 13:00,London,Frankfurt,LHR _ FRA,24-03-2019 15:50,2h 50m,non-stop,No info, 88.4 
7006,Ryanair,15-06-2019 05:05,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 12:10,7h 5m,1 stop,No info, 75.0 
7007,Multiple carriers,21-05-2019 08:45,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 21:00,12h 15m,1 stop,No info, 82.3 
7008,easyJet,03-06-2019 09:30,London,Frankfurt,LHR _ FRA,03-06-2019 12:20,2h 50m,non-stop,No info, 43.7 
7009,easyJet,15-05-2019 17:45,Madrid,Paris,MAD _ CDG,15-05-2019 20:05,2h 20m,non-stop,No info, 39.6 
7010,British Airways,18-03-2019 02:55,Zurich,Amsterdam,ZRH _ AMS,18-03-2019 04:25,1h 30m,non-stop,No info, 62.5 
7011,Lufthansa,24-05-2019 09:25,Paris,London,CDG _ WAW _ LHR,25-05-2019 07:55,22h 30m,1 stop,No info, 92.0 
7012,Lufthansa,06-06-2019 10:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,06-06-2019 19:15,8h 20m,2 stops,No info, 129.3 
7013,easyJet,24-06-2019 22:20,Paris,London,CDG _ LHR,25-06-2019 00:40,2h 20m,non-stop,No check-in baggage included, 42.3 
7014,Air France,15-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,15-05-2019 23:25,6h 25m,1 stop,No info, 102.8 
7015,Lufthansa,06-06-2019 14:30,Paris,London,CDG _ BRU _ MUC _ LHR,07-06-2019 08:55,18h 25m,2 stops,No info, 166.2 
7016,Multiple carriers,06-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 22:30,15h 25m,1 stop,No info, 106.1 
7017,British Airways,09-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 04:25,21h 20m,1 stop,In-flight meal not included, 112.9 
7018,British Airways,27-03-2019 19:10,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-03-2019 04:25,9h 15m,2 stops,In-flight meal not included, 93.0 
7019,easyJet,09-06-2019 22:20,Paris,London,CDG _ LHR,10-06-2019 00:40,2h 20m,non-stop,No check-in baggage included, 42.3 
7020,Multiple carriers,27-03-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 13:20,6h 15m,1 stop,No info, 137.9 
7021,Ryanair,06-06-2019 09:35,Paris,London,CDG _ LHR,06-06-2019 12:10,2h 35m,non-stop,No info, 52.8 
7022,Multiple carriers,06-06-2019 10:20,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 21:00,10h 40m,1 stop,No info, 77.1 
7023,Multiple carriers,15-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 21:00,13h 55m,1 stop,No info, 149.5 
7024,British Airways,12-05-2019 07:05,Zurich,Amsterdam,ZRH _ AMS,12-05-2019 08:30,1h 25m,non-stop,In-flight meal not included, 44.6 
7025,Ryanair,21-03-2019 09:35,Paris,London,CDG _ LHR,21-03-2019 12:20,2h 45m,non-stop,No info, 45.6 
7026,Ryanair,01-05-2019 05:15,Madrid,Paris,MAD _ CDG,01-05-2019 07:40,2h 25m,non-stop,No info, 42.4 
7027,Ryanair,27-04-2019 01:30,London,Frankfurt,LHR _ FRA,27-04-2019 04:15,2h 45m,non-stop,No info, 50.5 
7028,British Airways,18-06-2019 17:45,London,Frankfurt,LHR _ FRA,18-06-2019 20:45,3h 00m,non-stop,No info, 88.2 
7029,Ryanair,18-05-2019 15:15,Paris,London,CDG _ LHR,18-05-2019 17:45,2h 30m,non-stop,No info, 52.8 
7030,British Airways,18-05-2019 05:45,Paris,London,CDG _ WAW _ LHR,19-05-2019 08:15,26h 30m,1 stop,No info, 153.4 
7031,Ryanair,21-05-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 21:00,14h 20m,1 stop,No info, 77.1 
7032,Lufthansa,12-05-2019 09:50,Paris,London,CDG _ HEL _ VIE _ GVA _ LHR,12-05-2019 23:15,13h 25m,3 stops,No info, 154.2 
7033,British Airways,12-03-2019 22:55,London,Frankfurt,LHR _ MXP _ FRA,13-03-2019 07:40,8h 45m,1 stop,In-flight meal not included, 122.0 
7034,Ryanair,09-03-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,09-03-2019 12:00,5h 20m,1 stop,No info, 62.1 
7035,Ryanair,21-05-2019 23:30,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 04:35,5h 5m,1 stop,No info, 96.2 
7036,British Airways,01-06-2019 06:00,London,Frankfurt,LHR _ FRA,01-06-2019 08:45,2h 45m,non-stop,No info, 88.2 
7037,British Airways,09-06-2019 11:00,Frankfurt,Rome,FRA _ FCO,09-06-2019 14:15,3h 15m,non-stop,In-flight meal not included, 79.2 
7038,British Airways,21-03-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 18:50,26h 50m,1 stop,In-flight meal not included, 65.6 
7039,Multiple carriers,06-06-2019 09:45,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 22:30,12h 45m,1 stop,No info, 106.1 
7040,Lufthansa,21-06-2019 13:55,Zurich,Amsterdam,ZRH _ AMS,21-06-2019 15:25,1h 30m,non-stop,No info, 34.1 
7041,Ryanair,09-03-2019 15:20,Paris,London,CDG _ LHR,09-03-2019 17:55,2h 35m,non-stop,No info, 45.6 
7042,Ryanair,01-05-2019 18:25,London,Frankfurt,LHR _ FRA,01-05-2019 21:20,2h 55m,non-stop,No info, 53.1 
7043,easyJet,06-04-2019 17:10,Paris,London,CDG _ LHR,06-04-2019 19:40,2h 30m,non-stop,No check-in baggage included, 42.3 
7044,British Airways,03-06-2019 09:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,03-06-2019 19:00,9h 20m,2 stops,No info, 143.2 
7045,British Airways,09-06-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 04:25,26h 10m,1 stop,In-flight meal not included, 112.9 
7046,Lufthansa,27-03-2019 21:05,Zurich,Amsterdam,ZRH _ AMS,27-03-2019 22:25,1h 20m,non-stop,No info, 28.3 
7047,British Airways,06-03-2019 08:00,London,Frankfurt,LHR _ MXP _ FRA,06-03-2019 15:15,7h 15m,1 stop,No info, 211.5 
7048,Ryanair,06-04-2019 20:20,Paris,London,CDG _ LHR,06-04-2019 22:55,2h 35m,non-stop,No info, 45.9 
7049,Wizz Air,06-06-2019 14:25,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 19:35,5h 10m,1 stop,No info, 86.6 
7050,Lufthansa,21-03-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 19:15,6h 15m,1 stop,No info, 87.3 
7051,British Airways,21-03-2019 10:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,21-03-2019 18:50,8h 5m,2 stops,No info, 125.0 
7052,Ryanair,27-06-2019 06:50,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 16:10,9h 20m,1 stop,No info, 70.9 
7053,British Airways,03-06-2019 20:55,Frankfurt,Rome,FRA _ BER _ FCO,04-06-2019 04:25,7h 30m,1 stop,In-flight meal not included, 112.9 
7054,Multiple carriers,27-03-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 19:15,7h 45m,1 stop,No info, 74.1 
7055,Air France,09-06-2019 09:45,London,Frankfurt,LHR _ FRA,09-06-2019 12:35,2h 50m,non-stop,No info, 51.4 
7056,Ryanair,21-04-2019 02:00,Frankfurt,Rome,FRA _ BER _ FCO,21-04-2019 07:45,5h 45m,1 stop,No info, 68.8 
7057,Multiple carriers,15-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 19:15,12h 10m,1 stop,No info, 177.2 
7058,Ryanair,06-03-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 13:20,6h 40m,1 stop,No info, 163.6 
7059,Eurowings,09-04-2019 23:55,London,Frankfurt,LHR _ FRA,10-04-2019 02:45,2h 50m,non-stop,No info, 49.3 
7060,British Airways,12-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,13-05-2019 23:35,27h 10m,1 stop,In-flight meal not included, 88.7 
7061,easyJet,09-06-2019 11:15,Paris,London,CDG _ WAW _ LHR,09-06-2019 18:30,7h 15m,1 stop,No info, 109.4 
7062,Ryanair,21-05-2019 15:10,Frankfurt,Rome,FRA _ BER _ FCO,21-05-2019 20:50,5h 40m,1 stop,No info, 66.3 
7063,British Airways,09-06-2019 22:50,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 12:35,13h 45m,1 stop,In-flight meal not included, 112.9 
7064,British Airways,09-06-2019 21:10,Paris,London,CDG _ WAW _ LHR,10-06-2019 18:15,21h 5m,1 stop,In-flight meal not included, 119.3 
7065,British Airways,15-05-2019 16:30,Paris,London,CDG _ WAW _ LHR,15-05-2019 23:35,7h 5m,1 stop,In-flight meal not included, 94.5 
7066,Ryanair,27-05-2019 14:25,Frankfurt,Rome,FRA _ FCO,27-05-2019 17:40,3h 15m,non-stop,No info, 66.2 
7067,Ryanair,18-04-2019 13:00,London,Frankfurt,LHR _ FRA,18-04-2019 15:50,2h 50m,non-stop,No info, 54.9 
7068,British Airways,12-05-2019 21:10,Paris,London,CDG _ WAW _ LHR,13-05-2019 16:20,19h 10m,1 stop,In-flight meal not included, 119.3 
7069,Multiple carriers,06-06-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,07-06-2019 01:30,14h 00m,1 stop,No info, 147.2 
7070,Lufthansa,09-06-2019 18:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-06-2019 19:15,24h 30m,2 stops,No info, 134.8 
